course_title,course_id,course_avg_ratings,num_course_subscribers,num_course_reviews,course_length,course_language,course_type,course_instructor,course_instructor_id,num_course_instructor,num_course_lectures,course_publsihed_date,course_updated_date,course_list_price_inr,course_current_price_inr,course_instructional_level,course_category,course_label,is_course_bestseller,course_headline,course_url,course_image_url
Powerpoint 2016 2019 365 - Master powerpoint presentation,384496,4.64,87005,15748,9 hours,English,Paid,Andrew Pach,7082242,1,135,2015-01-31,2022-10-13,3499.0,449.0,All Levels,Office Productivity,PowerPoint,Yes,"Complete Powerpoint Masterclass, 20+ powerpoint 365 presentation slides. Learn Microsoft Powerpoint beginner to advanced",https://www.udemy.com/course/case-study-powerpoint-2013-presentation-slide-by-slide/,https://img-b.udemycdn.com/course/750x422/384496_f770_20.jpg
Zero to Hero in Microsoft Excel: Complete Excel guide 2022,2605732,4.55,405575,15689,8.5 hours,English,Paid,Start-Tech Academy,60035391,1,71,2019-10-14,2022-11-02,1299.0,449.0,All Levels,Office Productivity,Excel,No,"A Beginner's Guide to Microsoft Excel - Learn Excel Charts, Spreadsheets, Formulas, Shortcuts, Macros and Tips & Tricks",https://www.udemy.com/course/excel-quick-start-guide-from-beginner-to-expert/,https://img-b.udemycdn.com/course/750x422/2605732_e3d5_3.jpg
Excel Essentials for the Real World (Complete Excel Course),2542943,4.7,54466,14241,11 hours,English,Paid,Leila Gharani,14088122,1,145,2019-09-30,2022-10-05,3499.0,449.0,All Levels,Office Productivity,Excel,No,"Microsoft Excel Beginner to Professional. Includes Pivot Tables, Power Query, NEW Formulas... (Excel 365, 2019 & 2016)",https://www.udemy.com/course/microsoft-excel-essentials/,https://img-b.udemycdn.com/course/750x422/2542943_541c_6.jpg
The Complete ServiceNow System Administrator Course,1480108,4.57,52580,13329,11 hours,English,Paid,Mark Miller and Singa Code,"4247004, 158280978",2,60,2018-06-06,2021-06-24,3499.0,449.0,Beginner Level,Office Productivity,ServiceNow,Yes,"Learn how to administer, configure, and customize your ServiceNow instance!",https://www.udemy.com/course/the-complete-servicenow-system-administrator-course/,https://img-b.udemycdn.com/course/750x422/1480108_6fc7_4.jpg
Microsoft Access 2016 Master Class: Beginner to Advanced,845284,4.65,53025,13091,7 hours,English,Paid,Joe Parys and Bruce Myron and Joe Parys Support,"8527674, 5013748, 23441044",3,75,2016-05-23,2021-10-25,3499.0,449.0,All Levels,Office Productivity,Microsoft Access,No,Quickly learn how Microsoft Access 2016 can make your life easier and more productive!,https://www.udemy.com/course/microsoftaccess/,https://img-b.udemycdn.com/course/750x422/845284_cfd2_4.jpg
"Excel Shortcuts, Excel Tips, Excel Tricks - Excel Skills!",386004,4.57,41507,13073,5.5 hours,English,Paid,Billy Wigley,1071808,1,52,2015-04-15,2022-04-29,2699.0,449.0,Expert Level,Office Productivity,Excel,No,"Use simple Excel shortcuts to Excel at work, impress your boss, and Excel your income. Macros, Formulas, PivotTable Tips",https://www.udemy.com/course/dontgetmadgetskills-excel-shortcuts/,https://img-b.udemycdn.com/course/750x422/386004_e0da_8.jpg
Microsoft Excel Beginners & Intermediate Excel Training,659464,4.55,43736,11812,3.5 hours,English,Paid,365 Careers,8280056,1,74,2015-11-11,2022-11-02,3499.0,449.0,All Levels,Office Productivity,Excel,No,"Excel for the office: Excel Formatting, Excel functions, Excel charts, Excel pivot tables made easy for you",https://www.udemy.com/course/microsoft-excel-2016-beginners-intermediate-excel-training/,https://img-b.udemycdn.com/course/750x422/659464_92c2_4.jpg
Master Excel Pivot Tables - Excel 365 and Excel 2019,835820,4.6,23281,10529,1.5 hours,English,Paid,Tom Meservy,22300320,1,47,2016-05-08,2016-06-16,1699.0,449.0,All Levels,Office Productivity,Pivot Tables,No,"Master Microsoft Excel Pivot Tables in an afternoon!  Excel 365, Excel 2019, and Excel 2016 Pivot Tables.",https://www.udemy.com/course/master-excel-pivot-tables/,https://img-b.udemycdn.com/course/750x422/835820_aeff_9.jpg
Beginner to Pro in PowerPoint: Complete PowerPoint Training,383414,4.51,43412,10153,6.5 hours,English,Paid,365 Careers,8280056,1,90,2015-01-31,2021-07-31,3499.0,449.0,All Levels,Office Productivity,PowerPoint,No,PowerPoint lessons that are easy to apply at work! Become the top PowerPoint user in your office. #1 PowerPoint training,https://www.udemy.com/course/powerpoint-master-class-for-business-and-finance-graduates/,https://img-b.udemycdn.com/course/750x422/383414_6091_5.jpg
Microsoft Excel 2016 for Beginners: Master the Essentials,660922,4.6,20982,9995,13 hours,English,Paid,Simon Sez IT,254593,1,73,2015-11-06,2022-01-20,2899.0,449.0,Beginner Level,Office Productivity,Excel,No,Learn the essentials of Microsoft Excel  2016 in easy to follow steps,https://www.udemy.com/course/microsoft-excel-2016-for-beginners/,https://img-b.udemycdn.com/course/750x422/660922_d744_2.jpg
