course_title,course_id,course_avg_ratings,num_course_subscribers,num_course_reviews,course_length,course_language,course_type,course_instructor,course_instructor_id,num_course_instructor,num_course_lectures,course_publsihed_date,course_updated_date,course_list_price_inr,course_current_price_inr,course_instructional_level,course_category,course_label,is_course_bestseller,course_headline,course_url,course_image_url
HTML and CSS for Beginners - Build a Website & Launch ONLINE,405926,4.46,360199,34071,6 hours,English,Paid,Edwin Diaz and Coding Faculty Solutions,"6772884, 34613172",2,49,2015-03-19,2022-01-20,3399.0,449.0,All Levels,Development,CSS,No,HTML and CSS for Beginners  course will give your all the knowledge you need to master HTML and CSS easily and quickly.,https://www.udemy.com/course/html-and-css-for-beginners-crash-course-learn-fast-easy/,https://img-c.udemycdn.com/course/750x422/405926_02c8_2.jpg
Mastering Data Structures & Algorithms using C and C++,2121018,4.6,129313,33037,58.5 hours,English,Paid,Abdul Bari,27878376,1,390,2019-01-21,2022-10-18,3499.0,449.0,All Levels,Development,Data Structures,Yes,"Learn, Analyse and Implement Data Structure using C and C++. Learn Recursion and Sorting.",https://www.udemy.com/course/datastructurescncpp/,https://img-c.udemycdn.com/course/750x422/2121018_9de5_5.jpg
Data Science A-Z™: Real-Life Data Science Exercises Included,513244,4.56,207227,32411,21 hours,English,Paid,Kirill Eremenko and Ligency I Team and Ligency Team,"2364054, 27129696, 150405524",3,217,2015-08-18,2022-11-07,3499.0,449.0,All Levels,Development,Data Science,No,"Learn Data Science step by step through real Analytics examples. Data Mining, Modeling, Tableau Visualization and more!",https://www.udemy.com/course/datascience/,https://img-b.udemycdn.com/course/750x422/513244_b831_4.jpg
Python for Beginners: Learn Python Programming (Python 3),666914,4.48,109951,32261,3 hours,English,Paid,Jason Cannon,278531,1,78,2015-11-17,2022-11-01,3499.0,449.0,All Levels,Development,Python,No,"Learn Python Programming the Easy Way, Complete with Examples, Quizzes, Exercises and more. Learn Python 2 and Python 3.",https://www.udemy.com/course/python-programming-projects/,https://img-b.udemycdn.com/course/750x422/666914_6c60_3.jpg
The Complete ASP.NET MVC 5 Course,806922,4.4,125012,31817,7.5 hours,English,Paid,Mosh Hamedani,712832,1,139,2016-05-16,2018-04-25,3499.0,449.0,All Levels,Development,ASP.NET MVC,Yes,"Learn to build fast and secure web applications with ASP.NET MVC 5 - The most popular course with 40,000+ students!",https://www.udemy.com/course/the-complete-aspnet-mvc-5-course/,https://img-b.udemycdn.com/course/750x422/806922_6310_3.jpg
iOS 11 & Swift 4 - The Complete iOS App Development Bootcamp,1289478,4.17,117944,31615,49.5 hours,English,Paid,Dr. Angela Yu,31334738,1,475,2017-07-20,2021-11-15,3499.0,449.0,All Levels,Development,iOS Development,No,Learn iOS 11 App Development From Beginning to End. Using Xcode 9 and Swift 4. Includes Full ARKit and CoreML Modules!,https://www.udemy.com/course/ios11-app-development-bootcamp/,https://img-b.udemycdn.com/course/750x422/1289478_5831_10.jpg
"C# Intermediate: Classes, Interfaces and OOP",383576,4.52,134294,30536,6 hours,English,Paid,Mosh Hamedani,712832,1,45,2015-02-24,2019-10-16,3499.0,449.0,Intermediate Level,Development,Object Oriented Programming,Yes,"An in-depth, step-by-step guide to classes, interfaces and object-oriented programming (OOP) with C#",https://www.udemy.com/course/csharp-intermediate-classes-interfaces-and-oop/,https://img-b.udemycdn.com/course/750x422/383576_fd27_3.jpg
Modern JavaScript From The Beginning,1463348,4.66,100211,30167,21.5 hours,English,Paid,Brad Traversy,21681922,1,122,2017-12-10,2019-12-09,3499.0,449.0,All Levels,Development,JavaScript,No,Learn and build projects with pure JavaScript (No frameworks or libraries),https://www.udemy.com/course/modern-javascript-from-the-beginning/,https://img-b.udemycdn.com/course/750x422/1463348_52a4_2.jpg
Go: The Complete Developer's Guide (Golang),1309202,4.62,121412,29818,9 hours,English,Paid,Stephen Grider,5487312,1,83,2017-08-22,2022-11-02,3099.0,449.0,All Levels,Development,Go (programming language),Yes,Master the fundamentals and advanced features of the Go Programming Language (Golang),https://www.udemy.com/course/go-the-complete-developers-guide/,https://img-b.udemycdn.com/course/750x422/1309202_1231_4.jpg
Java Programming for Complete Beginners,1535678,4.58,179521,29574,31 hours,English,Paid,in28Minutes Official,13363166,1,374,2018-03-05,2022-11-02,3499.0,449.0,Beginner Level,Development,Java,No,Java Programming for Beginners to Java Object Oriented Programming. Core Java + REST API with Spring Boot. Java 8 to 16.,https://www.udemy.com/course/java-programming-tutorial-for-beginners/,https://img-b.udemycdn.com/course/750x422/1535678_0ce9_7.jpg
React Native - The Practical Guide [2023],1436092,4.69,166269,29465,28.5 hours,English,Paid,Academind by Maximilian Schwarzmüller and Maximilian Schwarzmüller,"31926668, 13952972",2,289,2017-11-29,2022-11-02,3499.0,449.0,All Levels,Development,React Native,Yes,"Use React Native and your React knowledge to build native iOS and Android Apps - incl. Push Notifications, Hooks, Redux",https://www.udemy.com/course/react-native-the-practical-guide/,https://img-b.udemycdn.com/course/750x422/1436092_2024_4.jpg
Master the Coding Interview: Data Structures + Algorithms,1917546,4.69,183900,28550,19.5 hours,English,Paid,Andrei Neagoie and Zero To Mastery,"38516954, 173002169",2,262,2018-11-01,2022-11-06,3499.0,449.0,All Levels,Development,Coding Interview,Yes,"Ultimate coding interview bootcamp. Get more job offers, negotiate a raise: Everything you need to get the job you want!",https://www.udemy.com/course/master-the-coding-interview-data-structures-algorithms/,https://img-b.udemycdn.com/course/750x422/1917546_682b_3.jpg
The Complete Android N Developer Course,951618,4.38,155733,28431,32.5 hours,English,Paid,Rob Percival and Marc Stock and Codestars • over 2 million students worldwide!,"4387876, 9849986, 33231436",3,272,2016-10-04,2021-08-06,3499.0,449.0,All Levels,Development,Android Development,No,"Learn Android App Development with Android 7 Nougat by building real apps including Uber, Whatsapp and Instagram!",https://www.udemy.com/course/complete-android-n-developer-course/,https://img-b.udemycdn.com/course/750x422/951618_0839_2.jpg
"Machine Learning, Data Science and Deep Learning with Python",671576,4.51,169100,28045,15.5 hours,English,Paid,Sundog Education by Frank Kane and Frank Kane and Sundog Education Team,"13148312, 32164746, 168079506",3,116,2016-02-02,2022-09-18,999.0,449.0,Beginner Level,Development,Data Science,No,"Complete hands-on machine learning tutorial with data science, Tensorflow, artificial intelligence, and neural networks",https://www.udemy.com/course/data-science-and-machine-learning-with-python-hands-on/,https://img-b.udemycdn.com/course/750x422/671576_a272_4.jpg
C Programming For Beginners - Master the C Language,1467808,4.44,124519,27751,24 hours,English,Paid,Tim Buchalka's Learn Programming Academy and Jason Fedin,"35101150, 30647118",2,137,2017-12-18,2022-10-26,3499.0,449.0,All Levels,Development,C (programming language),Yes,C Programming will increase career options.  Become a better dev in other languages by learning C.   Pointers explained,https://www.udemy.com/course/c-programming-for-beginners-/,https://img-b.udemycdn.com/course/750x422/1467808_f8c0.jpg
Learn and Understand NodeJS,461160,4.58,121483,27608,13 hours,English,Paid,Anthony Alicea,2467626,1,97,2015-08-31,2020-09-24,3499.0,449.0,All Levels,Development,Node.Js,No,"Dive deep under the hood of NodeJS. Learn V8, Express, the MEAN stack, core Javascript concepts, and more.",https://www.udemy.com/course/understand-nodejs/,https://img-b.udemycdn.com/course/750x422/461160_8d87_6.jpg
Learn JIRA with real-world examples (+Confluence bonus),1120038,4.58,126816,27245,11.5 hours,English,Paid,Kosh Sarkar,13616792,1,88,2017-03-24,2022-08-11,2299.0,449.0,All Levels,Development,JIRA,Yes,"Learn to work on, manage & administer agile projects with this comprehensive course on JIRA Software & Confluence",https://www.udemy.com/course/the-complete-guide-to-jira-with-real-world-examples/,https://img-b.udemycdn.com/course/750x422/1120038_2d02_6.jpg
The Modern Python 3 Bootcamp,1350984,4.68,104545,27196,30.5 hours,English,Paid,Colt Steele,4466306,1,376,2018-01-22,2022-07-13,3499.0,449.0,Beginner Level,Development,Python,No,A Unique Interactive Python Experience With Nearly 200 Exercises and Quizzes,https://www.udemy.com/course/the-modern-python3-bootcamp/,https://img-b.udemycdn.com/course/750x422/1350984_2355_6.jpg
Relational Database Design,299398,4.36,71691,27147,1.5 hours,English,Paid,Ben Brumm,932551,1,32,2014-09-13,2020-06-24,2299.0,449.0,All Levels,Development,Database Design,No,Learn how to create an effective relational database design to use in your IT career or even a personal project.,https://www.udemy.com/course/relational-database-design/,https://img-b.udemycdn.com/course/750x422/299398_1a2c_2.jpg
Rest API Testing (Automation) from Scratch-Rest Assured Java,694982,4.57,119730,26809,26 hours,English,Paid,Rahul Shetty,5997742,1,161,2017-03-02,2022-07-25,3499.0,449.0,All Levels,Development,REST Assured,Yes,"""Top Ranked #1 Rest API Test Automation & postman tutorial with Java from Basics to Framework with Real time examples",https://www.udemy.com/course/rest-api-automation-testing-rest-assured/,https://img-b.udemycdn.com/course/750x422/694982_33b0.jpg
The Complete Angular Course: Beginner to Advanced,1247828,4.51,107499,26117,29.5 hours,English,Paid,Mosh Hamedani,712832,1,376,2017-06-23,2018-04-25,3499.0,449.0,All Levels,Development,Angular,No,"The most comprehensive Angular 4 (Angular 2+) course. Build a real e-commerce app with Angular, Firebase and Bootstrap 4",https://www.udemy.com/course/the-complete-angular-master-class/,https://img-b.udemycdn.com/course/750x422/1247828_32bb.jpg
