course_title,course_id,course_avg_ratings,num_course_subscribers,num_course_reviews,course_length,course_language,course_type,course_instructor,course_instructor_id,num_course_instructor,num_course_lectures,course_publsihed_date,course_updated_date,course_list_price_inr,course_current_price_inr,course_instructional_level,course_category,course_label,is_course_bestseller,course_headline,course_url,course_image_url
Adobe Premiere Pro CC – Essentials Training Course,3074134,4.75,29768,7352,16 hours,English,Paid,Daniel Walter Scott,11614232,1,140,2020-05-04,2022-05-26,3499.0,449.0,Beginner Level,Design,Adobe Premiere,Yes,Start your Premiere Pro training now and fast track your career as a video editor.,https://www.udemy.com/course/adobe-premiere-pro-cc-essentials-training-course/,https://img-c.udemycdn.com/course/750x422/3074134_4c5f_2.jpg
SOLIDWORKS: Become a Certified Associate Today (CSWA),551930,4.5,26864,7292,4.5 hours,English,Paid,Tayseer .,11643144,1,81,2015-09-07,2022-10-12,3499.0,449.0,Beginner Level,Design,SOLIDWORKS,Yes,SolidWorks Training: Learn to Master SolidWorks to the Associate Certification Level Even if You are a Complete Beginner,https://www.udemy.com/course/solidwokrs-go-from-nothing-to-certified-associate-level/,https://img-c.udemycdn.com/course/750x422/551930_3c01_2.jpg
After Effects - Motion Graphics & Data Visualization,1329786,4.71,39216,7135,6.5 hours,English,Paid,Daniel Walter Scott,11614232,1,50,2017-08-28,2021-11-15,3499.0,449.0,All Levels,Design,After Effects,Yes,"Using Adobe After Effects create beautiful VFX Visual Effects, data visualization & VFX Compositing.",https://www.udemy.com/course/animated-infographic-video-data-visualisation/,https://img-c.udemycdn.com/course/750x422/1329786_8aa9_7.jpg
Designing for 3D Printing with Fusion 360,958668,4.58,24627,7077,4 hours,English,Paid,Vladimir Mariano,15930246,1,28,2016-09-18,2021-07-19,3499.0,449.0,Beginner Level,Design,3D Printing,Yes,Learn to design for 3D printing with my easy to follow video lessons using Fusion 360,https://www.udemy.com/course/designing-for-3d-printing-with-fusion-360/,https://img-c.udemycdn.com/course/750x422/958668_ecfb.jpg
How to Design a Room in 10 Easy Steps,871756,4.46,29220,7053,2 hours,English,Paid,Erikka Fogleman,19368416,1,36,2016-07-04,2022-10-20,3399.0,449.0,Beginner Level,Design,Interior Design,No,Interior Design Made Simple,https://www.udemy.com/course/how-to-design-a-room-in-10-easy-steps/,https://img-c.udemycdn.com/course/750x422/871756_5356_3.jpg
The Blender 2.8 Encyclopedia,2302354,4.68,34578,6958,52 hours,English,Paid,Lee Salvemini and Chris Plush and CG Masters,"1007344, 8229906, 77895906",3,403,2020-05-12,2022-07-06,3499.0,449.0,All Levels,Design,3D Animation,Yes,Complete beginner-to-advanced guide for Blender 2.8 and 2.9,https://www.udemy.com/course/the-blender-encyclopedia/,https://img-c.udemycdn.com/course/750x422/2302354_4ddd_8.jpg
Pixel Art Master Course - Beginner to Professional/Freelance,1772094,4.67,37524,6869,21.5 hours,English,Paid,Mislav Majdandžić,32208768,1,198,2018-07-11,2022-10-09,3499.0,449.0,All Levels,Design,Pixel Art,Yes,Learn ALL about pixel art in an always growing course! Get access to basic and pro techniques with daily feedbacks!,https://www.udemy.com/course/pixel-art-master-course/,https://img-c.udemycdn.com/course/750x422/1772094_5669_4.jpg
WordPress for Beginners: Create a Website Step by Step,1010580,4.71,19609,6516,4.5 hours,English,Paid,Brad Schiff,5993622,1,24,2017-03-11,2021-03-11,3099.0,449.0,Beginner Level,Design,WordPress,No,Create Websites and Blogs With Zero Experience Using WordPress and This Step By Step Guide,https://www.udemy.com/course/wordpress-for-beginners-create-a-website-blog-step-by-step/,https://img-c.udemycdn.com/course/750x422/1010580_b7ba_4.jpg
Adobe Premiere Pro CC: Video Editing in Adobe Premiere Pro,962108,4.73,75858,6464,10 hours,English,Paid,Louay Zambarakji,15601054,1,114,2017-08-15,2019-01-05,3499.0,449.0,All Levels,Design,Adobe Premiere,Yes,Learn Video Editing in Adobe Premiere Pro with Color Correction & Color Grading and Professional Video Editing practices,https://www.udemy.com/course/adobe-premiere-pro-cc-2017-video-editing/,https://img-c.udemycdn.com/course/750x422/962108_2170_10.jpg
"Learn Photoshop, Web Design & Profitable Freelancing 2022",957940,4.6,45769,6362,24.5 hours,English,Paid,Cristian Doru Barin,342181,1,243,2016-11-30,2022-09-24,3499.0,449.0,All Levels,Design,Photoshop,Yes,"Learn Adobe Photoshop and use it to create amazing website designs and create a high, stable income. No coding needed!",https://www.udemy.com/course/learn-photoshop-web-design-profitable-freelancing/,https://img-c.udemycdn.com/course/750x422/957940_4115_4.jpg
Maya for Beginners: Complete Guide to 3D Animation in Maya,1556128,4.64,31369,6363,26.5 hours,English,Paid,Video School and Lucas Ridley,"19701574, 12404874",2,151,2018-09-01,2022-08-06,3499.0,449.0,All Levels,Design,Maya,Yes,"Learn everything you need for 3D animation in Autodesk Maya: Modeling, Texturing, Lighting, Rigging, Animation, Dynamics",https://www.udemy.com/course/autodesk-maya-3d-animation-course/,https://img-c.udemycdn.com/course/750x422/1556128_9d8f_4.jpg
Master Digital Product Design: UX Research & UI Design,2650928,4.57,29331,6349,15.5 hours,English,Paid,Rob Sutcliffe,2038768,1,168,2019-11-15,2021-11-25,3499.0,449.0,All Levels,Design,Product Design,Yes,"A complete design education for product designers: Research the user experience, then design a great user interface",https://www.udemy.com/course/master-digital-product-design-ux-research-ui-design/,https://img-c.udemycdn.com/course/750x422/2650928_8d24_6.jpg
User Experience (UX): The Ultimate Guide to Usability and UX,28258,4.59,22244,6310,12 hours,English,Paid,David Travis,421658,1,156,2013-01-22,2020-04-01,2999.0,2999.0,All Levels,Design,User Experience Design,No,Get a job in UX and build your user research and UX design skills with this hands-on user experience training course.,https://www.udemy.com/course/ultimate-guide-to-ux/,https://img-c.udemycdn.com/course/750x422/28258_8a7e_14.jpg
Photoshop Beginners Mastery: Zero to Hero in Photoshop,348146,4.42,218264,6271,3 hours,English,Paid,"Chad Neuman, Ph.D.",8918328,1,46,2014-11-29,2020-05-08,2299.0,449.0,Beginner Level,Design,Photoshop,No,Learn Photoshop quickly and easily with essentials of Adobe Photoshop to produce beautiful images in Adobe Photoshop.,https://www.udemy.com/course/getting-started-in-photoshop/,https://img-c.udemycdn.com/course/750x422/348146_9dc0_7.jpg
Anatomy for Figure Drawing: Mastering the Human Figure,62721,4.46,65776,5848,65 hours,English,Paid,Neil Fontaine,168855,1,65,2013-10-16,2020-08-09,3299.0,449.0,All Levels,Design,Figure Drawing,Yes,This is what you need to learn in order to draw figures like a pro and land that dream job.,https://www.udemy.com/course/anatomy-for-figure-drawing-and-comics/,https://img-c.udemycdn.com/course/750x422/62721_eed7_11.jpg
Learn Adobe Photoshop from Scratch,270816,4.35,85430,5589,8 hours,English,Paid,Eduonix Learning Solutions and Eduonix-Tech .,"598757, 15712140",2,37,2015-09-23,2018-12-04,799.0,449.0,Beginner Level,Design,Photoshop,No,The Complete Beginners Guide for Learning Adobe Photoshop,https://www.udemy.com/course/learn-adobe-photoshop-from-scratch/,https://img-c.udemycdn.com/course/750x422/270816_7956_3.jpg
Rhino 3D ( any version )  Beginner Level to Advanced Level,1341284,4.6,21936,5553,35 hours,English,Paid,Alexandre Galin,35888066,1,154,2017-09-07,2022-05-16,3499.0,449.0,All Levels,Design,Rhino 3D,Yes,Learn from the ground up with these easy to follow videos in Rhinoceros 3D. The videos are regularly updated,https://www.udemy.com/course/rhino-3d-tutorials-from-beginner-level-to-advanced-level/,https://img-c.udemycdn.com/course/750x422/1341284_638e_9.jpg
Character Art School: Complete Coloring and Painting,1324768,4.77,77725,5442,19.5 hours,English,Paid,"Scott Harris • 450,000+ Enrolments",9055848,1,83,2017-08-22,2022-10-17,3499.0,449.0,Beginner Level,Design,Character Design,Yes,"The Best Way to Learn to Color and Paint Professional Characters for Animation, Games, Comics, Manga and More.",https://www.udemy.com/course/character-art-school-complete-coloring-and-painting/,https://img-c.udemycdn.com/course/750x422/1324768_af13_21.jpg
Photoshop Master Course: From Beginner to Photoshop Pro,16799,4.36,144335,5136,12.5 hours,English,Paid,Manfred Werner,167719,1,78,2012-04-24,2020-07-25,2299.0,449.0,Beginner Level,Design,Photoshop,No,This Adobe Photoshop Beginner Course will teach a Beginner Photoshop user all essentials of Adobe Photoshop CC,https://www.udemy.com/course/supreme-photoshop-training-from-beginner-to-expert/,https://img-c.udemycdn.com/course/750x422/16799_e077_20.jpg
How to Use Color Like a Pro,1014236,4.57,25123,5105,2 hours,English,Paid,Erikka Fogleman,19368416,1,26,2016-11-24,2021-11-12,3499.0,449.0,All Levels,Design,Interior Design,Yes,Interior Design Color Schemes Made Easy,https://www.udemy.com/course/learn-how-to-use-color-like-a-pro/,https://img-c.udemycdn.com/course/750x422/1014236_3867_3.jpg
Adobe Illustrator: Mastering the Fundamentals,65306,4.05,65668,5091,1.5 hours,English,Paid,[ School of Game Design ],1090084,1,29,2013-07-18,2018-11-27,2499.0,449.0,Beginner Level,Design,Adobe Illustrator,No,Learn powerful illustration techniques in Adobe Illustrator master digital painting and graphic design with new skills!,https://www.udemy.com/course/adobe-illustrator-training/,https://img-c.udemycdn.com/course/750x422/65306_a9c7_5.jpg
Responsive Web Design Essentials - HTML5 CSS3 Bootstrap,2459618,4.71,20622,5011,16.5 hours,English,Paid,Daniel Walter Scott,11614232,1,126,2019-07-18,2021-12-19,3499.0,449.0,All Levels,Design,CSS,Yes,"The best course for learning the basics of HTML5 and CSS3 from scratch. Including 5 projects, perfect for beginners.",https://www.udemy.com/course/responsive-web-design-tutorial-course-html5-css3-bootstrap/,https://img-c.udemycdn.com/course/750x422/2459618_80a6.jpg
Manga Art School: Complete How to Draw Anime & Manga Course,1630508,4.36,30835,4942,11.5 hours,English,Paid,"Scott Harris • 450,000+ Enrolments",9055848,1,53,2018-04-20,2022-10-17,3499.0,449.0,Beginner Level,Design,Character Design,Yes,"Learn how to draw anime and how to draw manga, easily and professionally in this Manga Art Course",https://www.udemy.com/course/manga-art-school-anime-and-manga-style-character-drawing/,https://img-c.udemycdn.com/course/750x422/1630508_94eb_7.jpg
WordPress for Beginners: Create Your Own WordPress Website,1109602,4.34,220055,4854,8 hours,English,Paid,Phil Ebiner and Video School,"317821, 19701574",2,102,2017-03-11,2022-07-19,799.0,449.0,Beginner Level,Design,WordPress,No,Join our complete WordPress course to easily create a professional Wordpress website: no experience or coding necessary!,https://www.udemy.com/course/the-complete-wordpress-for-beginners-course/,https://img-c.udemycdn.com/course/750x422/1109602_1ef3_8.jpg
Complete Beginner's Guide to Digital Art,327666,4.39,33317,4707,23.5 hours,English,Paid,Rich Graysonn,5520332,1,126,2016-02-14,2022-02-24,3499.0,449.0,Beginner Level,Design,Digital Art,No,Master the foundations of digital drawing and illustration and create art like a pro,https://www.udemy.com/course/digital-art-101-from-beginner-to-pro/,https://img-c.udemycdn.com/course/750x422/327666_82b2_2.jpg
How to Draw and Sketch for Absolute Beginners pt 1,1047436,4.61,24956,4579,13 hours,English,Paid,Rich Graysonn,5520332,1,111,2017-01-25,2022-06-09,3499.0,449.0,Beginner Level,Design,Sketching,Yes,Learn the Basics of Sketching and Drawing,https://www.udemy.com/course/drawing-and-sketching-for-beginners/,https://img-c.udemycdn.com/course/750x422/1047436_97b3.jpg
The Digital Painting MEGA Course: Beginner to Advanced,1458304,4.59,38994,4509,16 hours,English,Paid,Austin Batchelor,21756796,1,115,2018-02-26,2022-09-28,3499.0,449.0,All Levels,Design,Digital Painting,No,Learn to paint in 7 different styles!,https://www.udemy.com/course/the-digital-painting-mega-course-beginner-to-advanced/,https://img-c.udemycdn.com/course/750x422/1458304_7c2b_4.jpg
Complete course in AutoCAD : 2D and 3D,2563480,4.37,156831,4480,16.5 hours,English,Paid,CADCIM Technologies,82217048,1,202,2019-10-13,2020-03-03,1499.0,449.0,All Levels,Design,AutoCAD,No,"For Architects, Engineers, and Designers",https://www.udemy.com/course/autocad-2020-for-designers-a-problem-solving-approach/,https://img-c.udemycdn.com/course/750x422/2563480_04e4_5.jpg
Affinity Designer: The Complete Guide to Affinity Designer,1407170,4.58,43947,4371,14 hours,English,Paid,Jeremy Hazel and Video School,"28389536, 19701574",2,140,2017-12-19,2022-11-06,3499.0,449.0,All Levels,Design,Affinity Designer,No,You can start using Affinity Designer V2 to start designing beautifully,https://www.udemy.com/course/affinity-designer-the-complete-guide-to-affinity-designer/,https://img-c.udemycdn.com/course/750x422/1407170_febb_3.jpg
Learn to Create Pixel Art for your Games,522596,4.61,19891,4366,5.5 hours,English,Paid,Benjamin Anderson,6813534,1,48,2016-01-04,2021-04-10,2299.0,449.0,Beginner Level,Design,Pixel Art,No,Improve your pixel art with these simple techniques and principles.,https://www.udemy.com/course/learn-to-create-pixel-art-for-your-game/,https://img-c.udemycdn.com/course/750x422/522596_f45e.jpg
UX Strategy Fundamentals,935870,4.48,16331,4355,2.5 hours,English,Paid,Joe Natoli,402489,1,33,2016-08-22,2016-08-22,1999.0,449.0,Beginner Level,Design,User Experience Design,No,"Practical principles and simple methods to make sure your app, site or system delivers GREAT UX!",https://www.udemy.com/course/ux-strategy-fundamentals/,https://img-c.udemycdn.com/course/750x422/935870_0bd8_3.jpg
How to Draw Cute Cartoon Characters,62497,4.7,21703,4285,2.5 hours,English,Paid,Ben Colefax,912787,1,27,2013-10-01,2020-06-15,2499.0,449.0,All Levels,Design,Cartoon Drawing,No,Learn the secrets to drawing cute cartoons quickly and easily,https://www.udemy.com/course/draw-cute-characters/,https://img-c.udemycdn.com/course/750x422/62497_e0f1_8.jpg
Canva Master Course | Learn Canva with Ronny,1626712,4.71,22936,4186,16.5 hours,English,Paid,Ronny Hermosa,26625950,1,79,2018-07-02,2022-10-03,3499.0,449.0,All Levels,Design,Canva,Yes,"Discover Canva, Build your Brand & Grow your Business or Career with a Canva Certified Expert",https://www.udemy.com/course/canva-master-course-graphic-design-for-beginners/,https://img-c.udemycdn.com/course/750x422/1626712_f569_3.jpg
